obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,Collision
0,triangle,triangle,high,high,low,0.41,63.35,40.35,38.9,0,triangle,hexagon,medium,high,low,42.84,32.56,23.25,52.34,Да
0,triangle,hexagon,low,medium,high,44.35,66.5,27.3,27.56,0,hexagon,square,medium,low,medium,10.09,7.1,1.89,6.18,Нет
1,triangle,star,high,medium,high,68.79,56.47,9.26,47.97,0,circle,triangle,low,medium,medium,27.2,18.98,12.72,27.73,Да
0,star,hexagon,low,high,low,18.28,93.55,37.17,31.01,1,star,hexagon,low,high,medium,54.47,65.75,16.52,0.31,Да
0,star,star,low,low,medium,55.3,79.36,67.8,50.99,1,star,circle,medium,medium,low,22.85,79.4,4.0,87.5,Да
1,square,triangle,low,high,medium,47.44,81.6,66.61,30.85,0,triangle,square,high,low,low,68.63,25.37,74.75,64.49,Да
1,triangle,triangle,low,low,low,33.5,42.59,41.28,42.27,1,hexagon,circle,low,high,medium,34.77,57.71,88.49,11.8,Да
0,hexagon,hexagon,low,medium,medium,67.08,68.39,96.6,91.51,1,hexagon,hexagon,high,low,low,8.98,0.09,71.06,36.35,Нет
0,hexagon,circle,medium,low,low,99.51,18.34,94.01,91.66,0,circle,star,medium,medium,medium,76.45,27.84,18.86,81.14,Да
0,hexagon,triangle,medium,high,low,93.78,29.6,87.57,99.22,0,triangle,square,medium,medium,medium,56.74,18.16,60.64,14.03,Да
1,square,square,medium,medium,medium,97.01,50.24,43.58,48.61,1,triangle,star,high,low,low,82.49,7.65,52.06,23.03,Да
0,triangle,square,medium,low,low,2.02,81.62,74.65,16.8,1,triangle,hexagon,low,medium,medium,36.02,48.39,82.0,54.14,Да
0,square,triangle,high,high,medium,25.64,33.69,92.9,88.9,1,circle,square,medium,medium,low,1.94,63.1,94.23,14.49,Да
0,square,hexagon,high,high,high,92.28,43.98,73.76,59.68,1,star,triangle,low,medium,low,4.67,4.64,74.29,38.27,Да
0,hexagon,triangle,medium,low,high,4.83,95.73,31.58,74.77,1,square,hexagon,low,medium,medium,79.54,13.79,51.25,98.21,Да
1,triangle,hexagon,medium,low,medium,36.48,28.41,6.8,16.26,1,hexagon,hexagon,high,low,high,41.06,93.23,51.1,54.39,Да
1,star,star,low,low,low,65.22,61.81,95.8,31.97,0,star,circle,medium,low,low,97.64,22.31,80.78,70.15,Да
0,circle,circle,low,high,high,98.3,10.05,99.24,27.52,1,square,star,low,medium,medium,83.03,76.0,12.25,66.33,Нет
1,square,circle,low,medium,low,27.58,41.17,69.36,55.98,0,star,square,low,medium,high,1.61,74.77,15.33,21.17,Да
0,triangle,star,medium,medium,high,76.42,33.01,31.54,99.72,0,star,square,low,low,high,87.0,32.16,34.35,84.61,Да
0,circle,star,medium,high,medium,66.04,1.31,86.5,61.23,1,star,triangle,medium,high,high,21.29,20.41,74.71,12.21,Да
1,circle,star,high,low,low,61.35,58.52,95.35,57.29,1,star,square,high,high,medium,48.63,24.4,6.6,92.16,Да
0,star,circle,low,high,medium,74.29,33.14,50.64,75.91,0,triangle,triangle,high,medium,medium,50.61,56.59,34.43,21.61,Да
1,star,triangle,low,high,low,25.39,25.17,31.16,32.88,1,star,square,medium,medium,high,5.97,38.12,31.85,95.47,Да
1,square,square,high,high,high,33.87,89.26,40.64,25.32,1,square,circle,high,high,medium,12.57,49.56,48.57,79.8,Да
0,square,hexagon,low,high,medium,56.05,22.96,7.38,83.8,0,square,hexagon,high,high,low,42.3,81.16,46.37,17.1,Да
1,triangle,square,low,medium,high,43.9,40.55,56.57,96.06,1,hexagon,square,high,low,high,64.26,50.23,71.44,16.04,Да
1,star,hexagon,medium,low,low,72.2,94.94,37.89,42.14,0,circle,hexagon,high,medium,high,26.44,99.52,62.56,8.45,Да
1,star,circle,high,high,low,80.06,8.03,88.45,4.13,0,square,star,high,low,high,52.64,66.58,90.28,24.74,Да
1,triangle,triangle,high,high,medium,52.8,93.84,27.56,17.92,1,square,hexagon,low,medium,high,37.91,20.72,18.07,65.91,Да
0,star,square,low,low,high,39.4,39.02,0.84,85.7,0,square,star,medium,medium,medium,63.04,49.95,43.21,52.03,Да
0,hexagon,star,high,low,medium,91.18,79.09,73.72,12.16,0,square,square,low,low,high,42.44,81.34,40.01,61.34,Да
1,circle,star,low,high,high,74.98,35.59,0.74,76.3,0,circle,circle,low,medium,high,85.16,21.83,11.25,3.11,Да
1,hexagon,star,low,high,high,67.32,41.56,54.6,62.02,1,circle,circle,medium,high,high,98.37,72.94,16.48,8.0,Да
1,circle,square,medium,low,low,5.73,43.78,18.13,72.67,1,star,hexagon,low,high,high,91.31,3.34,33.66,69.2,Да
1,triangle,triangle,medium,low,low,52.78,94.68,61.05,25.66,1,square,circle,high,low,low,16.86,94.26,73.48,84.79,Да
1,triangle,triangle,low,medium,medium,12.15,55.03,19.79,1.83,1,square,star,low,high,high,45.72,66.34,15.02,35.94,Да
1,circle,star,high,high,low,66.05,21.69,50.19,3.98,0,hexagon,circle,medium,medium,medium,45.88,16.26,26.53,16.65,Да
1,circle,square,high,low,low,29.96,61.15,33.51,72.48,0,hexagon,circle,low,low,low,84.05,87.43,67.64,30.84,Да
0,circle,star,medium,low,medium,73.85,88.95,18.26,61.34,1,hexagon,circle,high,high,low,35.72,8.18,59.67,41.2,Да
0,circle,hexagon,low,medium,medium,77.82,21.44,60.65,84.05,0,hexagon,triangle,medium,low,high,54.96,40.59,10.44,63.01,Да
0,square,hexagon,low,medium,medium,30.04,33.76,8.22,39.92,0,star,triangle,low,low,medium,60.93,73.69,94.37,40.95,Да
0,star,square,medium,low,high,97.63,57.15,94.11,55.56,1,triangle,hexagon,high,medium,low,11.15,93.74,14.8,89.7,Да
0,star,hexagon,low,high,high,51.67,98.73,77.81,78.35,1,hexagon,square,medium,medium,low,55.8,34.88,6.14,40.12,Да
1,triangle,circle,medium,high,high,21.79,46.54,91.59,49.67,1,hexagon,square,medium,low,medium,24.68,83.05,30.43,18.14,Да
1,square,circle,low,high,medium,77.52,58.43,4.25,99.33,0,circle,star,high,high,low,20.66,19.68,2.65,24.83,Да
1,circle,circle,high,medium,low,76.07,13.53,0.21,74.29,1,square,star,medium,high,high,25.03,3.51,3.07,46.52,Да
0,square,hexagon,medium,low,high,41.39,75.82,35.79,68.33,1,star,hexagon,medium,low,low,9.94,2.88,57.87,78.25,Да
0,circle,triangle,low,low,low,65.86,21.99,61.67,80.15,0,square,triangle,low,low,high,6.97,65.82,89.3,86.94,Нет
1,star,circle,low,medium,high,2.17,32.79,24.44,77.72,1,triangle,circle,high,high,medium,64.69,15.42,40.25,18.53,Да
1,circle,star,medium,high,low,29.12,70.96,54.93,21.97,1,star,triangle,low,medium,medium,94.1,5.03,30.21,0.35,Да
0,star,triangle,low,low,high,88.15,71.27,60.6,21.04,0,triangle,triangle,low,low,low,68.8,97.67,91.46,86.94,Да
0,circle,square,low,high,low,23.21,31.88,15.16,60.61,1,square,hexagon,low,medium,medium,31.19,24.2,6.15,22.82,Да
1,triangle,hexagon,low,low,high,90.56,85.03,76.89,43.6,1,circle,triangle,high,medium,high,33.5,46.26,47.33,82.17,Да
1,star,star,medium,medium,high,57.99,79.47,93.64,87.16,0,hexagon,square,medium,medium,high,54.14,61.31,25.26,55.07,Да
1,triangle,square,high,medium,high,90.29,61.58,64.01,29.01,1,square,triangle,high,low,high,86.63,14.45,38.17,40.41,Да
0,square,hexagon,low,high,medium,13.09,17.87,94.78,33.09,1,star,square,medium,high,low,20.25,35.72,41.08,14.68,Да
1,circle,hexagon,medium,medium,high,46.39,90.49,24.61,16.63,0,hexagon,star,high,medium,high,46.85,64.77,54.51,67.2,Да
1,square,star,medium,low,low,29.65,52.74,3.65,98.17,0,star,star,medium,medium,high,49.89,63.98,45.33,81.82,Да
0,circle,hexagon,low,medium,low,88.69,37.64,24.74,11.6,1,triangle,hexagon,low,high,medium,93.12,84.21,98.8,46.11,Да
0,star,hexagon,medium,high,high,34.16,92.73,64.81,98.29,0,star,circle,low,high,low,53.62,43.74,2.55,44.64,Да
1,circle,hexagon,low,medium,low,58.85,97.16,59.76,70.64,0,circle,triangle,medium,medium,medium,78.09,88.98,75.77,75.53,Да
0,hexagon,triangle,medium,low,high,82.76,71.72,26.74,8.92,1,triangle,circle,low,medium,high,8.78,68.22,5.1,50.01,Да
1,hexagon,circle,high,medium,low,22.9,79.14,40.8,15.2,0,square,square,high,low,high,32.69,56.21,43.11,78.56,Да
0,hexagon,star,high,low,high,4.57,24.68,36.76,32.7,1,hexagon,circle,high,low,medium,61.14,11.71,20.18,5.41,Да
1,triangle,triangle,high,high,high,49.41,25.88,95.04,26.03,1,hexagon,triangle,high,high,medium,67.76,57.47,94.53,85.76,Да
1,hexagon,star,high,low,low,68.37,56.92,31.43,97.31,0,circle,circle,medium,medium,medium,88.52,59.47,72.25,26.21,Да
0,circle,triangle,high,medium,high,71.93,98.32,19.31,61.33,0,star,circle,medium,high,high,59.04,75.88,46.28,16.92,Да
1,square,hexagon,high,medium,low,41.72,74.32,56.56,7.44,0,square,circle,high,high,medium,28.96,71.91,95.22,3.23,Да
1,triangle,hexagon,high,high,high,7.86,74.6,12.48,52.54,1,star,hexagon,medium,low,low,53.91,53.0,72.13,83.41,Да
0,star,triangle,low,medium,low,40.31,25.76,50.79,89.71,0,star,circle,high,high,low,71.15,59.28,95.19,6.01,Да
0,triangle,hexagon,low,high,medium,12.2,41.98,68.69,41.62,1,circle,triangle,low,low,medium,78.43,77.23,70.46,95.44,Нет
0,square,circle,low,high,high,7.22,34.25,94.33,66.61,0,triangle,triangle,low,low,low,94.46,35.14,7.77,56.48,Нет
0,hexagon,star,medium,low,high,30.34,30.23,89.23,77.32,1,triangle,circle,low,high,low,19.08,13.5,61.63,69.87,Да
0,square,hexagon,medium,medium,high,77.72,73.11,84.12,18.5,1,circle,hexagon,high,low,low,66.09,87.43,98.03,72.53,Да
0,triangle,square,high,low,medium,76.83,9.99,39.39,85.55,0,circle,square,medium,medium,medium,20.03,96.5,21.42,29.27,Нет
0,triangle,triangle,high,high,high,60.8,16.54,89.4,44.88,1,circle,circle,high,medium,low,31.79,42.93,79.27,80.65,Да
0,triangle,triangle,medium,high,medium,82.62,41.23,71.66,5.67,1,star,hexagon,high,low,low,14.28,99.03,18.46,94.62,Да
1,square,hexagon,high,high,medium,50.08,30.27,44.15,87.89,1,star,star,high,medium,high,77.3,32.27,45.22,36.99,Да
1,circle,triangle,medium,low,medium,24.34,90.34,56.41,56.44,0,square,triangle,low,high,medium,91.4,6.66,8.47,83.53,Да
0,circle,square,high,low,low,57.0,20.04,43.61,19.83,0,circle,star,low,low,high,2.99,57.25,34.06,77.2,Нет
0,hexagon,triangle,high,high,low,92.32,24.88,19.68,31.75,0,star,triangle,low,medium,high,81.35,86.82,77.62,58.96,Нет
1,star,square,high,medium,high,3.61,17.81,45.17,56.94,0,triangle,square,high,low,medium,24.18,61.75,4.53,36.76,Да
0,square,triangle,medium,medium,medium,96.49,85.84,80.74,37.42,0,circle,hexagon,medium,high,low,48.7,0.94,32.02,41.52,Нет
1,circle,triangle,high,medium,high,74.43,20.21,26.66,23.34,0,triangle,square,medium,low,high,74.82,1.18,62.98,30.76,Да
1,hexagon,square,medium,high,low,68.62,35.21,64.03,47.93,0,hexagon,star,medium,medium,low,50.69,72.44,94.86,42.63,Да
0,star,star,high,high,high,61.38,66.93,55.33,18.5,1,square,hexagon,medium,high,low,23.12,84.53,24.54,98.96,Да
1,hexagon,circle,low,medium,medium,25.77,7.76,92.01,24.54,1,hexagon,star,medium,high,low,90.62,25.3,17.32,36.34,Нет
1,hexagon,square,low,low,medium,88.57,81.66,74.62,82.67,0,square,circle,medium,high,medium,59.36,47.01,20.37,66.55,Да
0,star,circle,medium,medium,medium,97.15,70.63,36.14,22.85,1,circle,star,high,high,high,93.13,96.11,23.68,31.96,Да
1,triangle,triangle,low,low,medium,92.41,26.1,56.17,69.54,0,square,square,low,high,high,84.66,46.06,63.83,46.66,Да
1,circle,star,low,medium,high,10.88,39.18,91.12,25.05,1,star,square,medium,high,medium,87.66,13.58,99.87,8.38,Да
1,circle,square,high,high,medium,73.65,62.01,22.65,21.24,0,triangle,circle,low,high,low,36.17,91.17,52.36,76.32,Да
1,star,star,high,medium,low,55.67,94.65,47.45,25.12,1,star,hexagon,high,medium,low,98.73,49.52,27.14,66.1,Нет
1,circle,square,high,low,medium,78.83,62.93,22.17,46.83,1,circle,star,medium,low,low,85.24,34.43,74.7,34.75,Да
0,square,hexagon,medium,low,low,35.23,25.3,41.84,14.63,1,hexagon,star,low,low,medium,33.76,9.74,15.83,52.48,Да
0,square,square,high,medium,high,95.7,48.25,5.82,10.66,0,triangle,star,high,low,high,89.64,45.83,3.0,87.22,Да
1,square,circle,high,high,high,31.26,44.96,87.6,75.67,0,circle,hexagon,high,high,high,75.53,76.97,60.53,4.44,Да
1,star,hexagon,medium,high,high,73.8,53.26,97.82,2.33,1,star,square,medium,low,medium,72.51,71.72,21.03,93.02,Да
0,hexagon,triangle,high,low,high,50.38,51.9,56.78,38.55,1,star,circle,low,low,high,0.62,49.66,39.92,47.08,Да
0,hexagon,square,low,high,low,61.69,36.41,55.41,39.6,1,square,hexagon,medium,low,high,2.26,71.95,23.11,85.97,Да
0,triangle,circle,high,medium,low,11.57,87.18,95.58,89.3,0,square,circle,medium,high,medium,69.48,35.08,91.81,86.15,Нет
1,triangle,triangle,medium,low,medium,61.08,33.01,39.32,77.45,0,hexagon,triangle,medium,high,high,27.87,73.53,33.8,5.87,Да
0,square,circle,medium,low,medium,56.35,53.0,62.11,51.07,0,square,circle,medium,low,low,5.85,8.57,44.91,78.16,Нет
0,square,triangle,low,medium,high,71.89,26.09,83.73,47.98,0,square,triangle,high,medium,low,28.6,19.92,23.48,73.29,Да
0,star,square,high,medium,high,28.77,43.48,50.57,56.56,1,square,circle,high,medium,medium,83.79,87.77,8.49,4.32,Да
1,square,star,low,medium,low,83.23,68.14,22.15,35.78,0,hexagon,triangle,high,low,low,47.06,29.37,51.26,94.05,Да
1,square,triangle,high,high,low,94.53,75.79,81.27,70.08,1,circle,star,low,low,low,61.56,20.59,86.87,63.45,Да
0,square,star,medium,high,high,88.2,80.62,27.11,68.61,1,triangle,hexagon,medium,medium,low,80.05,8.9,35.17,16.75,Да
1,circle,triangle,medium,high,high,39.14,73.68,84.38,57.47,0,circle,star,high,low,high,32.34,39.3,78.1,12.31,Да
0,hexagon,star,low,medium,low,76.22,46.68,94.46,5.77,0,circle,square,high,low,high,1.11,6.7,3.26,56.2,Нет
0,circle,square,medium,high,low,36.5,3.75,54.6,12.68,0,circle,hexagon,high,high,low,32.33,49.7,23.55,5.88,Да
1,square,circle,medium,high,low,86.31,52.45,4.93,3.93,0,star,star,high,high,low,95.67,91.92,13.15,16.44,Да
1,square,square,high,medium,high,37.54,5.52,95.56,71.85,0,triangle,circle,high,medium,medium,48.23,78.71,40.29,94.85,Да
0,circle,triangle,low,medium,low,18.6,96.64,83.13,47.76,1,triangle,hexagon,low,low,low,56.98,4.07,89.43,74.47,Нет
1,circle,hexagon,low,medium,low,48.91,37.8,11.74,95.5,1,star,circle,low,high,medium,76.04,29.98,37.35,61.35,Да
1,star,circle,high,low,medium,13.51,50.37,62.94,95.23,0,star,star,low,low,low,11.49,18.76,60.33,20.88,Да
1,star,star,high,medium,low,58.69,12.95,31.56,79.82,1,square,hexagon,medium,high,high,73.39,6.69,89.81,21.85,Да
1,square,circle,low,medium,medium,57.66,99.57,33.03,44.3,1,star,star,low,medium,medium,29.78,10.86,35.98,44.58,Нет
0,circle,circle,medium,high,medium,49.08,49.22,58.03,31.64,0,hexagon,square,low,low,low,38.82,90.81,36.58,75.41,Да
0,star,square,low,low,high,60.37,29.83,71.19,20.1,1,star,star,medium,medium,medium,26.95,31.01,8.8,0.39,Да
0,triangle,triangle,high,high,high,97.53,19.3,1.12,23.25,1,square,square,low,high,low,15.35,39.22,34.9,4.43,Да
0,circle,square,low,low,high,38.33,64.99,15.27,99.03,1,star,star,low,high,high,36.15,48.57,74.62,87.01,Да
0,hexagon,triangle,medium,medium,high,42.28,43.63,90.28,53.03,0,hexagon,hexagon,low,high,medium,9.46,74.49,84.46,81.41,Да
1,triangle,hexagon,low,low,low,27.4,31.73,49.5,1.23,0,star,circle,high,high,medium,84.48,79.84,72.28,69.47,Да
1,triangle,square,low,medium,low,18.45,0.96,49.19,4.43,1,circle,hexagon,high,low,high,30.59,96.37,0.69,49.95,Да
0,circle,hexagon,medium,low,low,28.92,3.64,84.03,45.88,0,triangle,star,medium,high,low,65.36,21.07,11.7,14.51,Да
0,square,triangle,medium,high,medium,21.26,69.36,12.94,44.35,1,hexagon,star,medium,low,high,29.67,30.11,73.1,10.22,Да
0,hexagon,circle,medium,low,high,43.25,48.05,71.37,40.56,1,hexagon,star,medium,medium,high,21.07,31.3,94.24,90.54,Да
0,star,hexagon,medium,low,low,23.33,84.89,50.62,82.36,0,hexagon,triangle,medium,high,medium,71.37,44.53,69.54,38.25,Нет
1,star,hexagon,high,medium,low,51.73,75.35,74.16,70.32,0,circle,square,medium,low,low,62.4,80.74,22.61,69.57,Да
1,square,triangle,low,high,high,28.63,57.34,67.93,10.74,0,circle,circle,high,low,medium,21.81,23.95,10.76,45.62,Да
1,hexagon,triangle,low,high,medium,42.47,56.1,66.65,36.27,1,triangle,square,high,low,medium,61.21,78.29,87.7,73.09,Да
1,hexagon,square,low,medium,medium,12.93,74.53,85.6,59.67,0,square,star,low,high,medium,0.5,20.4,9.9,19.33,Да
1,triangle,square,low,medium,high,16.4,74.12,55.08,38.25,1,triangle,star,low,low,medium,17.69,71.01,15.1,48.46,Да
1,triangle,triangle,low,high,high,61.41,33.45,40.78,20.83,0,hexagon,square,high,medium,high,72.78,79.9,59.67,37.69,Да
1,hexagon,hexagon,high,low,low,56.53,10.53,19.85,62.81,0,hexagon,square,high,medium,low,41.02,85.38,19.0,24.51,Нет
0,circle,star,high,high,medium,17.12,77.18,34.4,60.22,0,hexagon,square,low,medium,high,20.36,51.03,22.76,59.77,Да
0,circle,square,low,high,high,29.48,22.31,86.99,97.46,0,triangle,triangle,low,medium,medium,50.59,32.87,14.23,53.7,Да
0,circle,triangle,low,high,medium,22.15,79.13,33.75,56.11,1,square,square,medium,medium,medium,46.52,77.24,94.43,49.57,Да
1,hexagon,star,low,medium,medium,79.75,61.81,98.54,87.43,0,square,star,low,low,medium,63.39,32.09,12.49,59.11,Да
1,star,star,high,medium,low,36.48,35.8,60.8,94.92,1,triangle,circle,high,high,high,7.25,14.81,93.13,14.25,Да
0,circle,star,low,low,low,40.6,85.23,81.5,43.48,1,hexagon,hexagon,medium,medium,high,81.93,83.47,32.62,37.05,Да
0,star,star,medium,low,high,66.49,69.12,49.33,5.29,0,triangle,square,medium,high,low,5.83,41.12,82.16,32.47,Нет
1,circle,circle,high,high,medium,32.55,54.51,65.46,14.35,1,triangle,square,medium,high,low,45.39,57.08,95.0,76.92,Да
1,hexagon,square,medium,medium,low,37.78,30.09,98.95,50.4,1,star,square,medium,low,medium,71.05,91.84,51.93,3.57,Да
1,circle,star,medium,high,low,79.79,98.63,50.03,89.3,1,star,circle,high,high,high,34.48,13.58,77.02,28.19,Да
1,star,star,medium,medium,medium,79.45,83.85,26.34,65.41,0,circle,square,high,medium,high,91.01,55.72,26.6,91.83,Да
1,square,triangle,high,high,medium,60.46,13.66,64.99,20.15,0,circle,square,low,high,medium,75.52,55.88,38.3,30.04,Да
1,star,triangle,medium,low,medium,55.9,80.62,91.96,70.1,0,triangle,square,low,low,medium,42.6,86.19,55.3,15.19,Да
0,square,circle,low,high,medium,18.1,12.02,1.72,89.42,0,star,circle,high,high,medium,18.38,34.13,85.05,75.73,Да
1,star,star,low,medium,low,47.32,24.77,99.26,3.02,1,hexagon,hexagon,high,high,medium,4.34,40.12,62.07,4.78,Да
0,circle,circle,medium,medium,low,27.44,95.75,54.45,24.28,1,circle,star,low,high,high,80.17,51.93,2.21,42.63,Нет
0,circle,triangle,high,high,high,72.98,86.99,79.94,15.32,0,hexagon,circle,high,medium,medium,19.43,16.72,30.48,85.54,Нет
0,star,square,low,low,medium,62.79,60.6,11.82,78.41,1,hexagon,square,high,medium,low,26.97,47.07,86.5,95.41,Да
1,circle,hexagon,high,high,high,37.77,69.91,29.15,89.15,1,circle,triangle,medium,high,medium,1.04,43.61,24.02,24.9,Да
1,circle,hexagon,low,high,low,53.51,8.96,97.72,55.46,1,triangle,circle,high,high,medium,1.82,19.74,36.79,29.62,Да
0,hexagon,circle,high,medium,medium,42.11,33.24,28.79,84.82,0,star,square,medium,low,medium,23.04,83.3,38.96,56.73,Да
1,triangle,triangle,low,medium,high,14.64,32.24,41.22,65.69,1,circle,square,high,high,low,87.29,43.1,15.45,22.66,Да
1,triangle,hexagon,medium,low,high,78.08,3.27,28.07,65.67,0,square,star,low,low,high,78.08,30.61,34.98,15.07,Да
0,star,star,medium,high,high,89.83,70.41,46.85,57.97,0,square,circle,high,low,low,76.99,13.04,81.74,42.6,Да
0,triangle,square,medium,low,low,93.03,30.76,15.91,5.0,1,hexagon,circle,high,high,low,82.7,8.97,84.91,7.22,Да
0,square,triangle,high,high,low,78.92,63.31,50.88,93.7,1,square,star,low,medium,high,18.66,96.02,58.09,89.42,Нет
1,star,circle,medium,low,high,82.16,2.72,29.84,35.58,1,hexagon,triangle,low,low,low,97.91,99.52,67.87,33.42,Да
1,star,triangle,high,high,low,5.57,0.16,81.51,80.26,1,star,triangle,low,medium,high,23.22,89.79,53.46,33.63,Нет
1,square,square,low,low,low,78.19,17.0,38.98,81.0,1,circle,hexagon,high,medium,medium,14.99,45.86,4.43,79.14,Да
0,triangle,triangle,low,high,high,30.34,70.29,79.27,96.58,0,circle,hexagon,low,medium,high,29.46,80.79,69.67,34.15,Да
1,square,circle,high,medium,high,13.78,60.42,64.18,32.67,0,star,star,high,low,low,53.05,83.43,99.66,76.09,Да
1,circle,star,medium,high,medium,52.19,20.09,91.51,99.74,1,hexagon,circle,low,low,medium,12.44,29.98,22.78,18.12,Да
1,star,triangle,high,high,high,57.04,52.34,81.06,30.06,0,triangle,square,high,high,low,73.86,58.6,98.22,52.9,Да
0,hexagon,circle,high,medium,medium,48.48,61.92,90.11,45.14,0,square,triangle,low,low,medium,37.15,95.68,99.78,76.85,Да
0,square,star,high,high,medium,65.28,93.89,52.56,70.63,0,star,circle,low,high,low,56.84,28.01,14.15,44.99,Нет
1,star,hexagon,low,low,high,71.42,76.24,91.34,15.5,1,square,hexagon,medium,low,medium,73.42,66.29,92.61,7.18,Да
0,star,triangle,low,high,low,13.71,13.58,15.47,26.64,1,triangle,triangle,high,medium,medium,90.19,66.25,67.55,73.69,Да
0,square,star,low,low,medium,61.69,27.02,8.44,72.81,0,hexagon,square,low,low,low,81.93,45.27,46.64,49.41,Да
1,hexagon,hexagon,medium,medium,medium,5.45,40.35,52.6,97.44,1,square,hexagon,high,medium,low,53.75,49.03,34.47,31.64,Да
1,star,triangle,low,low,medium,44.88,10.53,82.6,73.28,0,hexagon,square,low,low,medium,99.12,45.64,62.98,99.28,Нет
0,circle,triangle,low,medium,low,10.0,55.54,21.22,86.23,0,triangle,hexagon,high,medium,low,52.97,52.11,84.28,87.61,Да
1,circle,square,high,low,low,44.96,90.71,96.86,3.75,1,hexagon,square,high,high,low,53.6,14.88,3.41,3.78,Да
1,circle,triangle,medium,medium,medium,17.54,30.64,18.52,57.7,1,triangle,triangle,high,medium,medium,15.85,79.47,53.55,59.37,Да
1,hexagon,triangle,high,high,low,73.44,98.46,70.87,91.41,0,circle,star,medium,medium,high,14.87,66.11,65.03,35.46,Да
1,triangle,star,high,low,medium,89.96,24.93,91.51,68.24,0,square,square,high,low,medium,16.87,97.38,2.56,3.74,Да
1,circle,circle,high,medium,medium,16.95,47.23,96.54,67.65,1,square,triangle,low,high,high,59.18,24.56,88.91,1.13,Да
1,square,square,high,high,low,73.67,34.3,66.14,20.3,1,triangle,circle,medium,low,low,41.52,14.6,95.18,58.38,Да
1,triangle,triangle,low,high,high,14.62,30.81,57.42,86.11,0,triangle,circle,high,medium,high,38.59,34.26,61.25,32.01,Да
0,square,star,medium,medium,medium,43.37,37.79,9.09,86.5,1,star,hexagon,low,medium,low,12.76,50.97,11.7,70.33,Да
1,hexagon,star,low,medium,medium,62.55,3.24,1.98,61.4,1,triangle,star,high,medium,medium,38.11,20.5,93.24,45.44,Да
1,circle,circle,high,low,medium,53.77,53.2,98.58,42.66,1,triangle,hexagon,medium,medium,medium,37.8,46.06,80.5,76.65,Да
0,star,hexagon,low,medium,medium,5.72,74.14,27.44,82.43,0,hexagon,square,low,low,medium,62.08,64.26,2.85,81.31,Да
1,circle,triangle,medium,high,medium,36.26,86.38,7.22,46.5,1,hexagon,star,low,low,low,38.84,5.62,57.92,65.72,Да
1,hexagon,hexagon,low,medium,low,47.02,32.44,53.85,82.26,0,square,square,low,low,low,41.88,75.8,11.45,41.8,Да
1,circle,circle,low,low,low,39.14,55.04,31.26,48.49,1,hexagon,triangle,medium,high,low,27.25,93.97,14.11,98.85,Да
0,circle,star,medium,low,medium,66.55,89.28,35.76,57.98,0,hexagon,star,low,medium,medium,13.15,26.82,19.25,30.67,Нет
1,circle,hexagon,high,low,low,88.82,79.99,35.38,74.8,0,square,circle,high,high,low,30.0,77.62,39.62,51.46,Да
1,hexagon,circle,high,low,high,66.77,46.41,24.87,26.5,0,circle,triangle,high,medium,high,4.28,41.79,87.64,52.04,Да
0,circle,hexagon,high,low,high,59.0,16.48,96.77,24.68,1,star,triangle,low,low,medium,20.37,66.44,3.11,42.83,Да
0,star,star,medium,low,low,14.91,55.83,26.52,66.78,0,hexagon,square,medium,medium,low,32.5,74.3,68.92,12.14,Да
1,star,triangle,low,medium,low,34.88,98.97,55.7,95.39,1,circle,hexagon,low,medium,low,14.56,29.5,96.46,35.39,Нет
1,triangle,square,high,low,medium,54.83,75.75,23.86,44.6,0,star,square,low,high,high,66.5,78.74,64.12,21.52,Да
1,triangle,star,medium,medium,medium,93.4,84.8,76.19,89.82,0,square,triangle,low,low,medium,28.08,10.51,81.56,89.99,Да
1,triangle,hexagon,medium,medium,high,30.48,18.88,22.9,51.82,0,hexagon,star,high,medium,high,61.55,98.67,90.18,65.54,Да
0,triangle,triangle,medium,high,low,33.8,90.39,61.47,97.39,0,hexagon,circle,high,low,low,64.39,33.7,71.48,28.78,Нет
1,star,square,high,medium,low,58.96,1.41,83.4,79.2,0,triangle,triangle,medium,high,low,44.73,22.38,65.98,56.57,Да
0,triangle,circle,medium,medium,high,89.97,86.22,27.16,85.96,1,hexagon,hexagon,medium,medium,high,44.91,13.87,1.8,85.32,Да
1,square,triangle,high,medium,high,54.32,23.91,80.32,67.96,1,hexagon,hexagon,medium,medium,medium,58.15,81.22,51.89,93.44,Да
0,hexagon,star,low,low,low,17.44,62.27,9.25,86.85,0,circle,star,high,medium,low,26.25,58.59,46.92,7.5,Да
1,hexagon,hexagon,medium,medium,high,7.55,29.31,11.64,59.28,1,circle,hexagon,high,medium,high,2.12,95.17,52.27,78.69,Да
0,star,square,medium,high,low,88.9,13.53,40.06,56.73,0,hexagon,star,high,low,medium,64.5,64.77,43.25,96.63,Да
0,hexagon,triangle,high,medium,high,66.99,24.71,40.69,87.37,1,star,hexagon,high,high,low,60.85,34.06,90.66,46.72,Да
