obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_nom_2,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj1_qnt_4,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_nom_2,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,obj2_qnt_4,Collision
1,square,star,star,low,high,high,65.95,91.37,74.4,63.21,4.51,0,circle,circle,hexagon,high,high,low,82.49,21.43,84.44,95.19,8.45,Да
1,hexagon,circle,triangle,low,low,low,58.83,64.42,41.5,31.45,58.48,1,circle,circle,hexagon,low,low,low,83.64,95.02,44.17,97.37,93.06,Да
1,hexagon,square,circle,medium,high,medium,66.28,56.43,11.87,78.32,48.36,0,triangle,star,circle,high,medium,high,86.24,62.7,13.01,27.89,60.13,Да
1,star,square,star,high,high,low,50.57,7.05,28.07,49.7,66.67,1,star,triangle,circle,high,low,high,3.67,5.77,34.11,48.29,2.59,Да
0,hexagon,triangle,circle,medium,high,high,81.75,73.04,50.54,19.35,54.27,1,triangle,hexagon,square,high,medium,medium,99.35,5.94,80.47,50.42,54.18,Да
1,square,star,triangle,medium,high,low,54.67,68.6,86.94,74.74,39.82,1,square,hexagon,circle,medium,low,high,50.26,93.94,95.58,17.77,79.67,Да
1,star,circle,triangle,low,medium,high,91.87,64.01,96.83,13.25,73.78,0,circle,hexagon,star,high,high,medium,87.27,71.01,98.36,90.39,53.32,Да
1,star,square,hexagon,high,high,low,48.56,26.79,63.75,17.82,2.5,1,hexagon,square,hexagon,low,medium,low,90.51,10.34,63.91,34.96,70.72,Да
0,square,circle,square,low,medium,low,79.07,94.67,35.07,75.88,54.1,0,hexagon,star,triangle,high,medium,high,51.45,62.38,47.83,8.75,87.96,Да
1,square,hexagon,hexagon,low,high,high,40.74,32.17,69.35,77.01,11.39,1,hexagon,hexagon,circle,low,high,medium,5.11,41.94,16.21,15.45,86.98,Да
0,square,star,circle,high,low,medium,43.52,15.22,33.62,79.08,43.6,1,circle,star,hexagon,low,low,high,59.75,78.87,10.25,51.33,17.89,Да
0,square,star,hexagon,low,low,high,84.9,98.72,62.55,29.33,79.11,0,circle,triangle,triangle,low,low,medium,33.41,27.37,51.85,88.17,42.71,Нет
1,star,hexagon,triangle,medium,medium,medium,10.77,74.62,24.38,86.66,14.25,0,hexagon,triangle,square,high,high,medium,20.68,38.28,72.78,62.82,11.12,Да
0,hexagon,star,triangle,medium,low,medium,56.49,41.48,26.7,72.27,93.58,1,circle,triangle,star,medium,low,high,18.25,16.74,32.39,21.48,59.51,Да
1,square,hexagon,triangle,high,high,medium,72.63,93.59,7.52,83.4,88.85,1,hexagon,square,square,medium,high,low,55.93,25.25,67.47,29.68,95.47,Да
1,triangle,circle,hexagon,medium,low,medium,75.04,9.11,42.01,70.86,41.49,1,square,triangle,circle,high,low,low,10.45,18.92,57.08,97.6,18.18,Да
1,star,hexagon,star,medium,medium,high,59.15,8.77,61.82,57.96,0.6,0,square,star,star,high,high,medium,82.16,2.43,94.07,5.28,40.36,Да
0,circle,triangle,hexagon,medium,low,high,44.81,68.25,78.88,10.94,78.97,1,square,circle,square,low,high,medium,22.73,4.62,20.96,99.43,95.4,Да
0,hexagon,hexagon,hexagon,medium,medium,medium,26.08,17.8,81.03,71.09,88.09,1,triangle,circle,hexagon,high,high,low,54.93,83.56,59.11,90.59,75.01,Да
0,star,circle,hexagon,low,high,medium,90.94,91.71,99.24,69.05,17.47,1,triangle,star,circle,medium,high,high,12.55,80.38,41.38,67.85,7.12,Да
1,square,star,hexagon,medium,high,medium,36.98,84.04,8.78,31.25,91.62,1,star,circle,square,high,low,high,85.96,14.07,26.16,94.32,42.84,Да
1,triangle,triangle,triangle,high,low,medium,79.9,30.64,49.31,73.58,91.41,0,star,hexagon,star,high,medium,low,69.21,66.79,35.73,15.25,98.79,Да
0,circle,hexagon,square,low,low,medium,3.17,88.88,52.14,55.05,47.13,0,star,circle,star,high,low,low,20.65,74.56,29.45,94.26,45.32,Да
0,hexagon,circle,hexagon,medium,low,medium,23.22,4.29,80.45,55.94,79.8,0,square,square,triangle,low,high,low,71.57,5.13,52.76,21.26,62.94,Да
1,square,triangle,hexagon,medium,high,low,34.56,54.86,26.64,36.76,44.49,0,square,triangle,star,high,medium,medium,8.29,8.85,55.81,54.62,70.1,Да
0,star,triangle,square,high,low,medium,67.16,93.56,6.94,11.68,56.4,1,square,circle,star,high,medium,low,77.22,56.3,86.55,48.88,66.39,Да
1,star,triangle,hexagon,low,high,low,31.93,85.54,31.38,21.69,31.98,1,circle,circle,circle,high,low,low,49.03,37.42,78.13,51.25,51.87,Да
1,hexagon,hexagon,square,medium,medium,high,4.14,35.61,98.39,76.88,15.95,0,circle,square,star,medium,high,low,12.02,69.94,30.25,26.74,13.28,Да
0,triangle,circle,triangle,high,low,high,17.39,18.29,89.94,27.14,74.65,1,square,square,triangle,low,high,low,55.05,55.77,93.13,78.06,70.84,Да
1,square,circle,star,low,low,medium,25.92,21.05,39.52,0.23,0.14,1,hexagon,circle,star,low,high,high,20.09,3.1,86.84,74.26,93.33,Да
1,hexagon,circle,hexagon,low,medium,high,17.6,51.45,87.63,99.7,57.96,1,star,hexagon,triangle,medium,high,high,67.28,68.37,62.59,95.4,94.17,Да
0,hexagon,square,star,medium,medium,high,20.37,59.68,3.28,21.07,86.47,0,triangle,circle,hexagon,low,high,low,70.86,20.39,1.86,50.7,59.34,Нет
0,star,star,hexagon,high,medium,medium,76.9,3.28,31.42,65.54,22.13,0,star,hexagon,triangle,medium,medium,medium,76.08,31.26,20.91,54.81,49.22,Да
0,hexagon,circle,circle,high,medium,high,41.2,41.36,72.68,92.69,33.29,0,hexagon,triangle,circle,low,low,medium,89.49,73.64,78.93,90.34,33.4,Да
1,circle,square,circle,medium,high,high,40.52,83.04,22.15,59.97,58.75,1,circle,star,square,low,low,high,65.49,77.13,45.38,91.94,10.36,Да
1,circle,square,triangle,medium,low,medium,96.66,44.43,19.84,79.9,24.69,1,square,triangle,square,low,low,medium,49.18,34.58,12.6,64.95,88.31,Да
0,square,triangle,star,medium,high,medium,44.67,16.92,86.18,97.64,84.75,1,circle,circle,hexagon,high,medium,medium,85.42,8.92,40.83,82.04,13.71,Да
1,hexagon,star,star,high,high,medium,92.77,95.49,61.6,86.04,36.66,0,circle,circle,circle,low,medium,high,89.98,76.97,21.19,50.51,28.79,Да
0,star,triangle,square,low,medium,low,29.91,26.63,98.9,55.79,58.16,0,hexagon,hexagon,hexagon,high,low,low,78.18,87.02,89.26,38.82,74.04,Нет
1,square,star,square,medium,low,medium,40.06,79.84,13.47,36.37,22.61,0,circle,square,hexagon,high,medium,low,94.24,96.43,88.93,86.41,70.48,Да
1,triangle,triangle,hexagon,medium,high,high,39.63,19.38,35.61,48.25,4.14,0,circle,hexagon,star,high,medium,high,97.94,31.78,38.71,77.73,68.1,Да
1,star,hexagon,square,low,high,medium,54.61,42.32,31.12,84.18,17.37,1,star,square,star,medium,low,low,25.13,12.39,13.74,24.24,74.17,Да
1,triangle,star,square,low,medium,low,58.42,49.04,88.01,85.34,4.62,1,star,square,circle,low,medium,low,18.37,93.77,35.88,4.76,54.2,Нет
1,square,square,star,high,low,high,24.81,50.06,25.53,84.59,46.86,0,hexagon,square,square,low,high,high,44.86,39.98,12.87,56.56,15.5,Да
0,circle,square,circle,medium,low,low,79.36,51.65,35.35,59.72,58.66,0,square,square,triangle,low,low,high,99.69,9.35,30.4,84.16,99.84,Да
0,star,star,star,high,low,high,49.65,22.49,14.28,47.7,4.47,1,star,circle,star,high,low,high,8.85,49.88,77.12,24.72,89.21,Да
1,star,triangle,square,low,high,medium,0.7,51.59,77.54,31.13,9.05,1,circle,star,circle,low,low,medium,71.2,19.05,29.19,76.74,43.12,Нет
0,square,hexagon,hexagon,medium,medium,low,59.13,48.17,23.77,0.34,48.55,0,triangle,star,circle,high,low,high,85.08,35.53,54.42,41.4,53.03,Да
0,star,hexagon,circle,high,low,medium,79.81,20.87,6.83,76.45,79.92,0,star,triangle,square,high,medium,high,99.64,32.04,11.89,33.57,39.36,Да
1,star,circle,square,high,high,high,25.05,98.82,43.51,27.7,62.8,0,triangle,triangle,circle,high,low,high,61.97,98.73,34.76,17.28,63.8,Да
1,square,star,square,low,high,medium,3.79,86.56,39.15,32.97,10.47,1,square,triangle,circle,high,high,high,38.01,63.95,3.96,93.43,73.11,Да
1,hexagon,hexagon,hexagon,medium,low,medium,80.72,88.76,17.76,84.35,88.75,1,circle,hexagon,square,low,medium,low,16.65,49.18,54.82,22.57,23.16,Да
0,square,triangle,hexagon,high,medium,high,97.63,68.56,13.36,5.23,91.75,1,star,triangle,star,high,medium,high,98.18,51.38,34.76,27.92,43.28,Да
0,star,triangle,square,high,medium,low,7.66,15.99,89.66,92.76,32.5,1,square,triangle,square,medium,low,high,92.42,60.41,87.2,33.15,64.02,Да
0,square,square,square,low,low,high,93.8,56.81,6.78,0.14,61.6,1,hexagon,triangle,hexagon,medium,medium,medium,80.45,87.28,39.26,28.47,98.8,Да
1,star,hexagon,star,medium,high,high,35.93,82.14,9.93,93.92,49.23,0,square,circle,star,medium,medium,medium,94.38,14.6,55.78,16.29,32.49,Да
1,triangle,hexagon,triangle,low,medium,medium,94.14,3.87,24.5,45.48,94.2,0,hexagon,triangle,hexagon,high,medium,low,6.09,59.96,97.66,35.45,74.5,Да
1,triangle,triangle,hexagon,high,high,high,64.88,49.58,95.28,10.21,50.87,0,hexagon,star,circle,low,low,high,63.15,32.22,64.27,47.18,34.67,Да
1,circle,square,hexagon,medium,high,low,89.02,39.61,8.54,67.42,96.0,0,star,circle,hexagon,low,high,high,27.48,57.14,50.05,55.18,9.23,Да
1,square,hexagon,star,low,medium,high,78.58,21.21,81.6,89.59,19.93,0,triangle,square,square,high,low,high,76.56,51.77,9.81,15.65,77.01,Да
0,square,triangle,circle,medium,high,high,2.8,37.83,89.21,43.81,34.55,1,hexagon,hexagon,square,high,high,medium,9.57,2.99,82.1,77.94,64.93,Да
0,triangle,square,circle,medium,high,medium,6.54,98.35,37.79,69.14,78.13,0,circle,circle,triangle,high,medium,low,25.87,58.25,64.24,31.15,51.43,Да
0,triangle,square,circle,medium,low,low,52.57,72.32,29.39,97.94,78.36,0,star,circle,circle,medium,high,medium,85.03,70.92,10.85,91.79,67.5,Да
1,triangle,triangle,hexagon,high,medium,medium,12.96,29.95,67.74,24.07,73.22,0,hexagon,star,square,high,low,high,74.94,24.6,24.57,32.96,87.93,Да
1,circle,square,triangle,medium,high,medium,46.1,60.54,70.26,82.04,85.96,1,star,triangle,star,high,low,medium,99.2,10.69,53.76,86.29,75.65,Да
0,circle,square,triangle,low,medium,low,95.46,24.67,78.0,29.52,70.25,0,circle,square,square,low,low,high,64.4,21.16,4.51,35.25,85.78,Да
0,hexagon,circle,star,medium,medium,low,29.48,61.08,83.06,42.63,63.61,1,star,star,star,low,medium,high,30.31,63.64,71.83,50.58,29.0,Да
1,square,square,circle,medium,high,high,48.89,89.62,26.84,28.18,45.89,0,star,star,circle,medium,high,high,54.79,46.88,22.78,37.24,80.05,Да
0,circle,hexagon,circle,high,medium,low,38.43,55.69,68.7,44.6,46.71,0,hexagon,circle,triangle,medium,low,low,94.4,86.53,48.97,38.71,36.0,Нет
1,star,square,square,low,low,medium,62.98,73.33,13.49,0.51,40.62,1,square,square,triangle,medium,low,medium,65.18,28.5,24.16,61.86,2.07,Да
0,square,hexagon,star,medium,low,low,19.38,45.33,51.07,30.34,62.02,0,star,star,hexagon,medium,low,high,88.15,36.51,48.92,69.29,4.32,Нет
0,hexagon,triangle,star,high,high,low,25.99,52.41,61.29,44.53,40.67,0,hexagon,hexagon,square,high,medium,high,2.29,52.81,18.97,87.05,73.04,Да
0,triangle,square,hexagon,high,medium,low,85.88,69.51,16.17,63.22,14.75,1,circle,hexagon,circle,high,low,low,36.96,46.0,59.39,56.91,27.19,Да
0,hexagon,triangle,hexagon,medium,high,medium,81.13,81.24,7.65,63.74,10.65,0,circle,star,hexagon,medium,medium,low,93.53,54.78,91.04,21.68,30.76,Да
1,square,star,star,medium,medium,high,78.92,65.95,19.47,58.38,92.45,1,square,circle,circle,medium,medium,high,3.93,31.21,80.73,98.96,62.26,Нет
1,triangle,square,triangle,medium,high,high,77.09,97.75,42.06,29.3,2.47,1,circle,hexagon,circle,low,low,high,51.91,16.67,24.15,68.38,74.15,Да
1,hexagon,triangle,star,high,high,medium,45.94,81.98,88.78,94.74,10.55,1,hexagon,circle,hexagon,low,medium,high,34.65,80.33,49.81,37.48,55.89,Да
0,hexagon,star,triangle,medium,medium,high,72.89,77.72,53.19,39.2,44.53,1,square,triangle,circle,low,medium,high,64.62,3.93,42.31,96.82,70.64,Да
1,square,hexagon,hexagon,high,low,high,38.72,84.51,74.85,21.69,26.29,1,hexagon,triangle,hexagon,medium,low,low,16.22,36.97,96.55,95.85,94.11,Да
0,circle,hexagon,star,low,high,medium,10.07,28.12,17.41,55.45,40.58,0,square,circle,square,low,low,medium,65.33,8.74,79.88,7.95,85.42,Да
1,star,hexagon,triangle,medium,low,medium,39.34,43.2,10.6,74.89,11.74,0,square,star,hexagon,medium,high,low,99.18,73.63,10.74,1.98,24.08,Да
0,hexagon,hexagon,square,low,medium,high,15.87,56.45,23.96,1.22,13.09,0,hexagon,triangle,square,high,low,low,27.12,36.55,16.86,4.45,90.68,Да
1,star,hexagon,square,low,high,low,39.09,46.24,31.39,27.63,80.07,1,square,triangle,triangle,medium,high,medium,46.14,3.0,70.2,68.53,29.73,Да
1,square,circle,star,low,medium,high,29.74,84.75,54.81,82.5,75.91,0,hexagon,hexagon,hexagon,high,high,high,2.97,7.59,15.99,71.09,66.06,Да
0,square,triangle,circle,high,low,low,59.92,2.71,88.12,50.7,10.43,1,circle,star,triangle,high,high,high,43.4,19.86,95.05,72.4,87.47,Да
1,circle,star,star,high,medium,medium,36.15,20.92,42.61,40.85,66.78,0,circle,circle,hexagon,medium,low,medium,40.6,78.69,99.29,63.02,62.34,Да
0,triangle,star,hexagon,high,high,low,70.56,88.17,51.88,93.09,60.93,1,star,triangle,circle,low,high,low,56.47,79.92,77.84,28.55,80.62,Да
0,star,square,hexagon,high,low,low,51.21,5.91,0.46,8.95,71.34,1,triangle,star,triangle,medium,high,high,25.68,99.66,2.68,16.71,92.73,Да
0,hexagon,triangle,square,low,high,low,91.95,22.7,3.33,61.56,47.44,0,triangle,triangle,star,low,high,medium,32.87,24.09,48.27,92.79,96.69,Да
1,triangle,circle,triangle,high,low,medium,9.1,35.13,8.38,34.22,27.0,0,circle,hexagon,star,high,low,medium,60.99,6.04,40.61,91.31,41.06,Да
